CompoundID,Tags,Name,Formula,Superclass,Class,Subclass,KEGG ID
FT_309.13314_16.139_RPPOS,Potential ID (Low Confidence),Botryosphaerin H,C16H20O6,Benzenoids,,,
FT_247.10753_13.954_RPPOS,Potential ID (Low Confidence),Brunnein B,C13H14N2O3,Benzenoids,Benzene and substituted derivatives,,
FT_247.10757_14.83_RPPOS,Potential ID (Low Confidence),Brunnein B,C13H14N2O3,Benzenoids,Benzene and substituted derivatives,,
FT_225.14839_11.118_RPPOS,Potential ID (Low Confidence),Cadopherone A,C13H20O3,Benzenoids,Phenol ethers,,
FT_349.10682_11.686_RPPOS,Potential ID (Low Confidence),Calopogoniumisoflavone B,C21H16O5,Phenylpropanoids and polyketides,Isoflavonoids,Pyranoisoflavonoids,
FT_349.10691_14.216_RPPOS,Potential ID (Low Confidence),Calopogoniumisoflavone B,C21H16O5,Benzenoids,Naphthalenes,,
FT_423.12837_12.689_RPPOS,Potential ID (Low Confidence),Catechin 7-O-beta-D-xyloside,C20H22O10,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_393.11778_12.771_RPPOS,Potential ID (Low Confidence),Cervicarcin,C19H20O9,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_182.99347_1.432_HNEG,Potential ID (Low Confidence),Chelidonic acid,C7 H4 O6,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_255.06503_15.978_RPPOS,Potential ID (Low Confidence),Chrysophanol,C15H10O4,Benzenoids,Benzene and substituted derivatives,Phenoxy compounds,
FT_443.24228_20.195_RPPOS,Potential ID (Low Confidence),Cinobufagin,C26H34O6,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_232.16945_12.284_RPPOS,Potential ID (Low Confidence),cis-(−)-metazocine,C15H21NO,Benzenoids,Benzene and substituted derivatives,,
FT_327.05626_1.068_HNEG,Potential ID (Low Confidence),Cosmochlorin E,C16 H18 Cl2 O3,Benzenoids,Benzene and substituted derivatives,Methoxybenzenes,
FT_259.09631_18.905_RPPOS,Potential ID (Low Confidence),Cristaldehyde A,C15H14O4,Benzenoids,Benzene and substituted derivatives,,
FT_259.09636_12.413_RPPOS,Potential ID (Low Confidence),Cristaldehyde A,C15H14O4,Benzenoids,Benzene and substituted derivatives,,
FT_259.09636_13.472_RPPOS,Potential ID (Low Confidence),Cristaldehyde A,C15H14O4,Benzenoids,Benzene and substituted derivatives,,
FT_283.09633_13.205_RPPOS,Potential ID (Low Confidence),Cryptocaryone,C17H14O4,Benzenoids,Benzene and substituted derivatives,,
FT_363.07096_16.475_RPPOS,Potential ID (Low Confidence),Cyathuscavin C,C17H14O9,Benzenoids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives
FT_245.12829_16.047_RPPOS,Potential ID (Low Confidence),Cyclo(D)-Pro-(D)-Phe,C14H16N2O2,Benzenoids,,,
FT_217.09704_11.95_RPPOS,Potential ID (Low Confidence),Cycloanthranilylproline,C12H12N2O2,Benzenoids,,,
FT_281.12832_15.836_RPPOS,Potential ID (Low Confidence),cyclopeptine,C17H16N2O2,Benzenoids,Benzene and substituted derivatives,,
FT_361.10679_11.686_RPPOS,Potential ID (Low Confidence),Daldiquinone,C22H16O5,Benzenoids,Indanes,,
FT_361.10688_15.598_RPPOS,Potential ID (Low Confidence),Daldiquinone,C22H16O5,Benzenoids,Indanes,,
FT_192.13815_16.046_RPPOS,Not in Internal DB. MS/MS match only,DEET,C12H17NO,Benzenoids,Benzene and substituted derivatives,Toluenes,
FT_377.10174_13.155_RPPOS,Potential ID (Low Confidence),Dehydromillettone,C22H16O6,Benzenoids,Indanes,,
FT_198.12759_11.31_RPPOS,Not in Internal DB. MS/MS match only,Dibenzylamine,C14H15N,Benzenoids,Benzene and substituted derivatives,Phenylmethylamines,
FT_265.12212_18.401_RPPOS,Potential ID (Low Confidence),Dihydroxerulin,C18H16O2,Benzenoids,Benzene and substituted derivatives,,
FT_469.33088_20.444_RPPOS,Not in Internal DB. MS/MS match only,Diisodecyl phthalate,C28H46O4,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_469.33094_19.105_RPPOS,Not in Internal DB. MS/MS match only,Diisodecyl phthalate,C28H46O4,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_469.33097_17.922_RPPOS,Not in Internal DB. MS/MS match only,Diisodecyl phthalate,C28H46O4,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_328.22301_10.92_RPPOS,Potential ID (Low Confidence),Diprotin B,C16H29N3O4,Benzenoids,Benzene and substituted derivatives,,
FT_396.21822_1.078_HNEG,Potential ID (Low Confidence),Drotaverine,C24 H31 N O4,Benzenoids,,,
FT_271.05995_11.951_RPPOS,Not in Internal DB. MS/MS match only,Emodin,C15H10O5,Benzenoids,Anthracenes,Anthraquinones,
FT_267.10143_13.849_RPPOS,Potential ID (Low Confidence),EQ-4,C17H14O3,Benzenoids,Benzene and substituted derivatives,,
FT_145.08705_1.501_HNEG,Potential ID (Low Confidence),"Ethyl (2R,3S)-3-hydroxy-2-methylbutanoate",C7 H14 O3,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_225.07565_12.044_RPPOS,Potential ID (Low Confidence),Eutypellin A,C11H12O5,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_205.01394_2.677_HNEG,Potential ID (Low Confidence),FLAVIOLIN,C10 H6 O5,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,
FT_205.01423_1.268_HNEG,Potential ID (Low Confidence),FLAVIOLIN,C10 H6 O5,Benzenoids,Naphthalenes,Naphthoquinones,
FT_205.15852_19.272_RPPOS,Potential ID (Low Confidence),Fusidione,C14H20O,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,
FT_169.01419_1.661_HNEG,Potential ID (Low Confidence),Gallic acid,C7 H6 O5,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_333.20597_19.107_RPPOS,Potential ID (Low Confidence),GibberellinA12,C20H28O4,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_257.15348_15.612_RPPOS,Potential ID (Low Confidence),GP1750000,C17H20O2,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,
FT_229.14331_18.226_RPPOS,Potential ID (Low Confidence),Herbarumin I,C12H20O4,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_429.1904_16.943_RPPOS,Potential ID (Low Confidence),Heteroflavanone B,C24H28O7,Benzenoids,Phenol ethers,,
FT_429.19063_16.943_RPPOS,Potential ID (Low Confidence),Heteroflavanone B,C24H28O7,Benzenoids,Phenol ethers,,
FT_255.06504_14.706_RPPOS,Potential ID (Low Confidence),Hispidol,C15H10O4,Benzenoids,,,
FT_183.06506_17.505_RPPOS,Potential ID (Low Confidence),Homoorsellinic acid,C9H10O4,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_181.05061_1.639_HNEG,Potential ID (Low Confidence),Homovanillic acid,C9 H10 O4,Benzenoids,Phenols,Methoxyphenols,
FT_311.09129_17.099_RPPOS,Potential ID (Low Confidence),Hoslundal,C18H14O5,Benzenoids,Benzene and substituted derivatives,Benzyloxycarbonyls,
FT_341.19574_18.006_RPPOS,Potential ID (Low Confidence),Hypoxyolide B,C18H28O6,Benzenoids,Phenol ethers,,
FT_273.0327_13.767_RPPOS,Potential ID (Low Confidence),Indolokine A5,C13H8N2O3S,Benzenoids,Naphthalenes,,
FT_309.14833_18.875_RPPOS,Potential ID (Low Confidence),Isoderricidin,C20H20O3,Benzenoids,,,
FT_165.01928_1.723_HNEG,Not in Internal DB. MS/MS match only,Isophthalic acid,C8 H6 O4,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_169.0494_8.208_RPPOS,Not in Internal DB. MS/MS match only,Isovanillic acid,C8H8O4,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_285.07552_17.246_RPPOS,Potential ID (Low Confidence),Kakkatin,C16H12O5,Benzenoids,Benzene and substituted derivatives,,
FT_299.05467_16.525_RPPOS,Potential ID (Low Confidence),Kanzakiflavone 2,C16H10O6,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,
FT_299.05476_18.23_RPPOS,Potential ID (Low Confidence),Kanzakiflavone 2,C16H10O6,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,
FT_299.05486_12.88_RPPOS,Potential ID (Low Confidence),Kanzakiflavone 2,C16H10O6,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,
FT_299.05491_14.868_RPPOS,Potential ID (Low Confidence),Kanzakiflavone 2,C16H10O6,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,
FT_299.05492_14.495_RPPOS,Potential ID (Low Confidence),Kanzakiflavone 2,C16H10O6,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,
FT_89.02438_4.634_HNEG,Not in Internal DB. MS/MS match only,L-(+)-Lactic acid,C3 H6 O3,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,C00186
FT_368.23448_17.451_RPPOS,Potential ID (Low Confidence),Laingolide B,C21H34ClNO2,Benzenoids,Phenols,Benzenediols,
FT_271.06125_1.646_HNEG,Potential ID (Low Confidence),licodione,C15 H12 O5,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,
FT_389.15925_16.885_RPPOS,Potential ID (Low Confidence),Lunatoic acid A,C21H24O7,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_212.09158_6.151_RPPOS,Potential ID (Low Confidence),Makomotine D,C10H13NO4,Benzenoids,Phenols,Benzenediols,
FT_279.12254_18.741_RPPOS,Potential ID (Low Confidence),Marasmone,C15H18O5,Benzenoids,Phenol ethers,Anisoles,
FT_367.22799_1.179_HNEG,Potential ID (Low Confidence),menoctone,C24 H32 O3,Benzenoids,Phenols,Benzenediols,
FT_348.15931_17.092_RPPOS,Potential ID (Low Confidence),"Methyl 4-(2-benzylbenzoyl)-2,5-dimethyl-1H-pyrrole-3-carboxylate",C22H21NO3,Benzenoids,Benzene and substituted derivatives,,
FT_203.1065_17.319_RPPOS,Potential ID (Low Confidence),Methyleutypinol,C13H14O2,Benzenoids,Benzene and substituted derivatives,,
FT_147.0663_2.964_HNEG,Not in Internal DB. MS/MS match only,Mevalonic acid,C6 H12 O4,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,
FT_457.36872_1.131_HNEG,Potential ID (Low Confidence),MFCD00075988,C30 H50 O3,Benzenoids,Phenols,Methoxyphenols,
FT_298.17998_18.504_RPPOS,Potential ID (Low Confidence),minaprine,C17H22N4O,Organoheterocyclic compounds,Diazines,Pyridazines and derivatives,
FT_214.08949_15.33_RPPOS,Not in Internal DB. MS/MS match only,N-Butylbenzenesulfonamide,C10H15NO2S,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,
FT_220.11182_19.016_RPPOS,Not in Internal DB. MS/MS match only,N-Phenyl-2-naphthylamine,C16H13N,Benzenoids,Naphthalenes,,
FT_211.06124_1.541_HNEG,Potential ID (Low Confidence),n-Propyl GalIate,C10 H12 O5,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_340.19056_19.905_RPPOS,Not in Internal DB. MS/MS match only,Nalmefene,C21H25NO3,Benzenoids,Phenanthrenes and derivatives,,
FT_387.10729_13.515_RPPOS,Potential ID (Low Confidence),Nemanolone G,C20H18O8,Benzenoids,Phenol ethers,Anisoles,
FT_323.12768_16.718_RPPOS,Potential ID (Low Confidence),Neobavaisoflavone,C20H18O4,Benzenoids,Phenols,Methoxyphenols,
FT_275.10251_15.095_RPPOS,Potential ID (Low Confidence),Neosartin B,C14H14N2O4,Benzenoids,Benzene and substituted derivatives,Nitrobenzenes,
FT_496.1878_17.965_RPPOS,Potential ID (Low Confidence),Nicomorphine,C29H25N3O5,Benzenoids,Phenol ethers,Anisoles,
FT_496.18783_17.397_RPPOS,Potential ID (Low Confidence),Nicomorphine,C29H25N3O5,Benzenoids,Phenol ethers,Anisoles,
FT_496.18785_18.343_RPPOS,Potential ID (Low Confidence),Nicomorphine,C29H25N3O5,Benzenoids,Phenol ethers,Anisoles,
FT_496.18791_19.107_RPPOS,Potential ID (Low Confidence),Nicomorphine,C29H25N3O5,Benzenoids,Phenol ethers,Anisoles,
FT_163.08649_13.817_RPPOS,Potential ID (Low Confidence),norcotinine,C9H10N2O,Organoheterocyclic compounds,Pyridines and derivatives,,
FT_313.21606_19.273_RPPOS,Potential ID (Low Confidence),Norgestrel,C21H28O2,Benzenoids,Benzene and substituted derivatives,,
FT_335.25796_20.553_RPPOS,Potential ID (Low Confidence),Not named,C21H34O3,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,
FT_459.20105_17.467_RPPOS,Potential ID (Low Confidence),Not named,C25H30O8,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,
FT_691.20171_16.405_RPPOS,Potential ID (Low Confidence),Not named,C36H34O14,Benzenoids,Benzene and substituted derivatives,Phenoxy compounds,
FT_225.09082_19.449_RPPOS,Not in Internal DB. MS/MS match only,NP-011223,C10H18O3,Benzenoids,Benzene and substituted derivatives,,
FT_225.09087_16.875_RPPOS,Not in Internal DB. MS/MS match only,NP-011223,C10H18O3,Benzenoids,Benzene and substituted derivatives,,
FT_329.06691_1.251_HNEG,Not in Internal DB. MS/MS match only,NP-015559,C17 H14 O7,Benzenoids,Anthracenes,Anthraquinones,
FT_331.08105_15.931_RPPOS,Not in Internal DB. MS/MS match only,Rhamnazin,C17H14O7,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,
FT_223.05995_11.048_RPPOS,Not in Internal DB. MS/MS match only,NP-016344,C11H10O5,Benzenoids,Phenol ethers,Anisoles,
FT_273.11202_13.478_RPPOS,Not in Internal DB. MS/MS match only,NP-020102,C16H16O4,Benzenoids,Phenol ethers,,
FT_273.11202_13.712_RPPOS,Not in Internal DB. MS/MS match only,NP-020102,C16H16O4,Benzenoids,Phenol ethers,,
FT_309.07549_19.28_RPPOS,Not in Internal DB. MS/MS match only,NP-020607,C18H12O5,Benzenoids,Naphthalenes,,
FT_297.13309_17.206_RPPOS,Not in Internal DB. MS/MS match only,NP-020915,C15H20O6,Benzenoids,Benzene and substituted derivatives,Phenoxy compounds,
FT_297.13309_18.464_RPPOS,Not in Internal DB. MS/MS match only,NP-020915,C15H20O6,Benzenoids,Benzene and substituted derivatives,Phenoxy compounds,
FT_181.01421_1.233_HNEG,Potential ID (Low Confidence),NT2544000,C8 H6 O5,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_181.01423_1.311_HNEG,Potential ID (Low Confidence),NT2544000,C8 H6 O5,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_181.01423_1.551_HNEG,Potential ID (Low Confidence),NT2544000,C8 H6 O5,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_274.1072_12.385_RPPOS,Not in Internal DB. MS/MS match only,Obscurolide A1,C15H17NO5,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_362.21121_20.723_RPPOS,Potential ID (Low Confidence),octocrylene,C24H27NO2,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,
FT_251.20036_19.307_RPPOS,Not in Internal DB. MS/MS match only,OPEO,C16H26O2,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,
FT_151.0401_1.366_HNEG,Confirmed ID (High confidence); other possible IDs: 4-hydroxy-3-methylbenzoic acid,Ortho-Hydroxyphenylacetic acid,C8 H8 O3,Benzenoids,Benzene and substituted derivatives,Phenylacetic acids,
FT_229.08575_18.219_RPPOS,Not in Internal DB. MS/MS match only,Oxybenzone,C14H12O3,Benzenoids,Benzene and substituted derivatives,Benzophenones,
FT_429.19058_17.744_RPPOS,Potential ID (Low Confidence),Paraherquonin,C24H28O7,Benzenoids,,,
FT_187.12286_16.666_RPPOS,Potential ID (Low Confidence),Paraquat,C12H14N2,Benzenoids,,,
FT_301.07054_16.296_RPPOS,Potential ID (Low Confidence),Pedicinin,C16H12O6,Benzenoids,Benzene and substituted derivatives,,
FT_233.08071_13.856_RPPOS,Potential ID (Low Confidence),Penicipyran A,C13H12O4,Benzenoids,Benzene and substituted derivatives,,
FT_339.25412_1.139_HNEG,Potential ID (Low Confidence),PGE1 alcohol,C20 H36 O4,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_265.12214_18.681_RPPOS,Potential ID (Low Confidence),Phenylnannolone B,C18H16O2,Benzenoids,Naphthalenes,,
FT_209.04434_17.372_RPPOS,Potential ID (Low Confidence),Phomasatin,C10H8O5,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,
FT_304.26334_16.304_RPPOS,Potential ID (Low Confidence),Preussin C,C20H33NO,Benzenoids,Benzene and substituted derivatives,,
FT_153.01937_1.35_HNEG,Potential ID (Low Confidence),Protocatechuic acid,C7 H6 O4,Benzenoids,Phenols,Benzenetriols and derivatives,
FT_457.18697_1.58_HNEG,Potential ID (Low Confidence),Psychrophilin F,C26 H26 N4 O4,Benzenoids,Benzene and substituted derivatives,,
FT_298.17999_18.662_RPPOS,Potential ID (Low Confidence),Pyromyxone A,C19H23NO2,Benzenoids,Benzene and substituted derivatives,,
FT_387.08764_1.211_HNEG,Potential ID (Low Confidence),"6-(4-Pyrimidin-2-ylpiperazin-1-yl)sulfonyl-1,4-dihydroquinoxaline-2,3-dione",C23 H16 O6 ,Benzenoids,Naphthalenes,Naphthalenecarboxylic acids and derivatives,
FT_257.1283_15.86_RPPOS,Potential ID (Low Confidence),Quinolactacin B,C15H16N2O2,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_343.11747_18.825_RPPOS,Potential ID (Low Confidence),Rengasin trimethyl ether,C19H18O6,Benzenoids,Benzene and substituted derivatives,,
FT_205.08575_13.811_RPPOS,Not in Internal DB. MS/MS match only,Resorcinol diglycidyl ether,C12H14O4,Benzenoids,Phenol ethers,,
FT_233.11055_16.4_RPPOS,Potential ID (Low Confidence),rezatomidine,C13H16N2S,Benzenoids,Benzene and substituted derivatives,,
FT_137.02445_1.673_HNEG,Confirmed ID (High confidence); other possible IDs: 4-Hydroxybenzoic acid,Salicylic acid,C7 H6 O3,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,C00805
FT_403.08257_1.338_HNEG,Potential ID (Low Confidence),Saliniquinone A,C23 H16 O7,NA,NA,NA,
FT_285.11332_1.361_HNEG,Potential ID (Low Confidence),Sativan,C17 H18 O4,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,
FT_387.14518_1.266_HNEG,Potential ID (Low Confidence),Selva,C21 H24 O7,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_355.1175_14.766_RPPOS,Potential ID (Low Confidence),Sesamin,C20H18O6,Benzenoids,Benzene and substituted derivatives,,
FT_389.06698_1.337_HNEG,Potential ID (Low Confidence),SF-2330,C22 H14 O7,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,
FT_277.17965_17.517_RPPOS,Not in Internal DB. MS/MS match only,Shogaol,C17H24O3,Benzenoids,Phenols,Methoxyphenols,
FT_149.05956_17.384_RPPOS,Potential ID (Low Confidence),Sistopyrone,C9H8O2,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,
FT_149.05959_12.1_RPPOS,Potential ID (Low Confidence),Sistopyrone,C9H8O2,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,
FT_305.17456_18.834_RPPOS,Potential ID (Low Confidence),Solanapyrone B,C18H24O4,Benzenoids,Benzene and substituted derivatives,,
FT_338.21134_20.281_RPPOS,Potential ID (Low Confidence),Spiroscytalin,C22H27NO2,Benzenoids,Phenol ethers,,
FT_259.13265_17.539_RPPOS,Potential ID (Low Confidence),Stilbostemin D,C16H18O3,Benzenoids,,,
FT_181.01423_1.633_HNEG,Potential ID (Low Confidence),stipitatic acid,C8 H6 O5,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_231.11267_15.289_RPPOS,Potential ID (Low Confidence),Streptodiketopiperazine A,C13H14N2O2,Benzenoids,,,
FT_289.11813_16.196_RPPOS,Potential ID (Low Confidence),Terezine K,C15H16N2O4,Benzenoids,Benzene and substituted derivatives,,
FT_279.17017_11.526_RPPOS,Not in Internal DB. MS/MS match only,Tolycaine,C15H22N2O3,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_279.17018_11.054_RPPOS,Not in Internal DB. MS/MS match only,Tolycaine,C15H22N2O3,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_343.26293_19.102_RPPOS,Potential ID (Low Confidence),TrHA,C23H34O2,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_343.26297_18.579_RPPOS,Potential ID (Low Confidence),TrHA,C23H34O2,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_331.11755_13.164_RPPOS,Potential ID (Low Confidence),Tricholomenyn B,C18H18O6,Benzenoids,Benzene and substituted derivatives,Phenoxy compounds,
FT_241.087_1.138_HNEG,Potential ID (Low Confidence),Tupichinol C,C15 H14 O3,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,
FT_343.13266_19.211_RPPOS,Not in Internal DB. MS/MS match only,U-51754,C17H24Cl2N2O,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,
FT_273.11201_14.165_RPPOS,Potential ID (Low Confidence),Uvangoletin,C16H16O4,Benzenoids,Phenol ethers,Anisoles,
FT_167.03491_1.295_HNEG,Confirmed ID (High confidence); other possible IDs: 5-Methoxysalicylic acid,Vanillic acid,C8 H8 O4,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,C06672
FT_167.03493_1.484_HNEG,Confirmed ID (High confidence),Vanillic acid,C8 H8 O4,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,C06672
FT_153.05453_11.104_RPPOS,Not in Internal DB. MS/MS match only,Vanillin,C8H8O3,Benzenoids,Phenols,Methoxyphenols,
FT_229.12215_18.379_RPPOS,Potential ID (Low Confidence),Variabilone,C15H16O2,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_297.13309_18.742_RPPOS,Potential ID (Low Confidence),Vomitoxin,C15H20O6,Benzenoids,,,
FT_297.1331_17.88_RPPOS,Potential ID (Low Confidence),Vomitoxin,C15H20O6,Benzenoids,,,
FT_297.1331_18.208_RPPOS,Potential ID (Low Confidence),Vomitoxin,C15H20O6,Benzenoids,,,
FT_297.13314_17.54_RPPOS,Potential ID (Low Confidence),Vomitoxin,C15H20O6,Benzenoids,,,
FT_501.24963_1.675_HNEG,Potential ID (Low Confidence),Withalongolide C,C28 H38 O8,Benzenoids,Benzene and substituted derivatives,,
FT_203.09126_14.652_RPPOS,Potential ID (Low Confidence),Xylogiblactone B,C9H14O5,Benzenoids,Benzene and substituted derivatives,,
FT_193.08697_1.299_HNEG,Potential ID (Low Confidence),zingerone,C11 H14 O3,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,
FT_179.0147_2.669_HNEG,Potential ID (Low Confidence),,C4 H10 N2 O2 P2,Benzenoids,,,
